CcGene_00001	KAL1817630.1	98.7	78	1	0	1	78	622	699	1.02e-44	165
CcGene_00002	KAL8122415.1	46.9	113	51	2	7	110	191	303	6.06e-17	87.8
CcGene_00003	KAK1391703.1	86.1	36	4	1	8	43	103	137	3.75e-09	63.2
CcGene_00004	KAK1385489.1	41.6	238	70	4	1	170	472	708	4.32e-40	156
CcGene_00005	WOH10264.1	63.0	154	30	1	1	127	287	440	2.95e-56	192
CcGene_00006	KAL2455242.1	74.1	85	22	0	2	86	35	119	1.18e-43	150
CcGene_00007	KAL6569760.1	93.6	140	9	0	1	140	101	240	4.37e-83	274
CcGene_00008	MBA0562157.1	80.3	117	23	0	1	117	1	117	2.73e-60	194
CcGene_00009	XP_017217819.1	81.2	154	23	1	1	148	1	154	8.82e-83	251
CcGene_00011	XP_017249370.1	87.6	362	45	0	1	362	2	363	5.88e-179	518
CcGene_00012	KAK1397470.1	85.7	414	56	2	1	414	1	411	8.11e-241	672
CcGene_00013	XP_017249889.1	82.1	357	27	4	1	326	1	351	1.18e-183	525
CcGene_00010	XP_017251490.1	81.8	363	20	2	1	317	42	404	5.82e-194	553
CcGene_00014	XP_017251237.1	40.9	93	55	0	42	134	298	390	1.14e-07	63.5
CcGene_00016	XP_063940196.1	70.1	782	49	2	1	597	1	782	0.0	1029
CcGene_00017	XP_017217253.1	74.3	113	29	0	27	139	26	138	4.21e-41	156
CcGene_00018	XP_063936227.1	65.4	78	24	1	1	75	208	285	1.15e-23	102
CcGene_00019	KAL1823393.1	58.7	75	31	0	21	95	16	90	5.46e-21	90.9
CcGene_00021	KAK1382649.1	49.1	159	47	3	1	125	1	159	6.56e-33	124
CcGene_00020	KAK1389929.1	72.6	62	17	0	3	64	254	315	7.02e-22	100
CcGene_00022	WOG84524.1	76.8	82	17	1	42	121	486	567	8.30e-31	127
CcGene_00023	XP_017245687.1	76.9	91	20	1	1	90	647	737	2.38e-37	145
CcGene_00025	KAL1812468.1	58.6	244	84	4	3	238	94	328	8.41e-81	256
CcGene_00026	WOH04705.1	68.9	209	61	4	32	238	80	286	8.37e-86	268
CcGene_00024	XP_063936227.1	59.4	138	50	2	25	159	151	285	1.36e-46	164
CcGene_00028	XP_063938486.1	62.9	124	46	0	1	124	238	361	1.75e-46	172
CcGene_00029	KAK1365026.1	79.3	699	66	5	3	623	4	701	0.0	1004
CcGene_00030	XP_017218863.2	91.3	871	69	1	1	871	1	864	0.0	1649
CcGene_00032	XP_063950472.1	63.2	87	32	0	1	87	68	154	2.81e-27	116
CcGene_00033	KAL8122017.1	54.9	71	26	1	7	77	11	75	1.77e-07	58.5
CcGene_00034	KAL1821408.1	86.2	941	113	6	1	936	1	929	0.0	1437
CcGene_00035	KAL6529054.1	34.3	735	32	2	2	285	145	879	3.76e-107	345
CcGene_00036	XP_017228759.1	68.0	756	99	10	1	639	1	730	2.12e-307	863
CcGene_00037	KAL8154917.1	72.6	73	20	0	1	73	132	204	1.12e-26	111
CcGene_00038	KAL1816639.1	44.1	195	75	5	1	164	4	195	1.19e-26	118
CcGene_00039	KAK1399716.1	66.9	136	42	2	1	134	258	392	2.96e-56	191
CcGene_00040	XP_017228907.1	66.3	83	28	0	1	83	80	162	1.97e-28	111
CcGene_00041	KAL1802869.1	64.1	78	28	0	1	78	43	120	4.41e-26	107
CcGene_00042	KAK1389391.1	63.0	281	61	1	1	238	1	281	3.19e-114	341
CcGene_00043	GMN18624.1	54.0	50	18	1	45	94	14	58	3.58e-06	53.1
CcGene_00044	WOH10264.1	62.5	160	33	1	1	133	287	446	1.89e-57	200
CcGene_00045	KAL8099890.1	32.3	229	70	7	1	144	198	426	4.45e-15	84.0
CcGene_00046	KAL6529054.1	35.3	746	32	2	1	295	134	879	1.22e-115	367
CcGene_00047	XP_071718693.1	50.0	158	76	1	1	158	1	155	3.87e-46	169
CcGene_00052	KAK1371284.1	36.3	168	73	3	8	141	2	169	2.45e-17	85.5
CcGene_00051	KAK1371284.1	63.0	119	31	2	4	113	54	168	3.32e-35	130
CcGene_00055	XP_017251824.1	90.9	514	47	0	1	514	1	514	0.0	935
CcGene_00056	XP_063950670.1	83.2	506	31	1	1	452	12	517	6.31e-297	820
CcGene_00053	XP_017254121.1	90.3	528	10	1	1	487	1	528	0.0	927
CcGene_00054	XP_017253618.1	91.4	514	41	1	1	514	1	511	0.0	944
CcGene_00057	WOH04131.1	49.7	332	165	1	143	472	919	1250	9.74e-98	335
CcGene_00059	WOG99520.1	40.7	81	48	0	25	105	413	493	5.52e-07	58.9
CcGene_00058	KAK1369737.1	43.2	81	46	0	25	105	61	141	1.40e-09	63.9
CcGene_00060	XP_074353163.1	82.4	329	47	3	1	321	1	326	7.78e-200	565
CcGene_00062	XP_063938227.1	53.1	213	93	2	7	214	10	220	1.25e-68	224
CcGene_00061	KAK1389487.1	52.7	167	62	1	1	167	423	572	2.27e-47	177
CcGene_00064	XP_074345531.1	70.6	211	52	2	34	241	131	334	1.54e-66	224
CcGene_00065	KAL1806199.1	48.4	128	46	4	5	129	96	206	1.29e-26	110
CcGene_00066	KAK1382536.1	51.8	164	51	5	1	161	12	150	2.68e-31	128
CcGene_00069	AKJ23351.1	60.1	303	12	1	26	219	84	386	1.06e-103	320
CcGene_00071	XP_017216080.1	63.3	832	31	2	1	558	55	886	2.01e-297	841
CcGene_00070	XP_017219568.1	95.2	461	20	2	1	460	1	460	4.76e-303	834
CcGene_00072	KAL1803400.1	77.8	90	20	0	4	93	6	95	3.71e-42	144
CcGene_00077	KAK1371189.1	86.7	30	4	0	102	131	82	111	1.38e-08	63.5
CcGene_00075	KAL1833699.1	84.5	972	74	5	1	897	1	970	0.0	1600
CcGene_00074	XP_017236577.1	88.8	320	24	4	1	316	1	312	3.14e-193	546
CcGene_00076	XP_017229287.1	91.1	933	68	2	9	926	77	1009	0.0	1684
CcGene_00073	XP_017229994.1	96.3	813	26	1	1	809	1	813	0.0	1483
CcGene_00078	XP_070046064.1	39.4	109	58	2	1	104	185	290	8.45e-12	72.0
CcGene_00079	KAA8539211.1	44.1	177	78	2	31	186	66	242	4.88e-38	143
CcGene_00083	KAK1393497.1	43.1	137	77	1	1	137	50	185	6.61e-27	110
CcGene_00081	KAK1389929.1	71.6	74	21	0	1	74	242	315	9.63e-25	107
CcGene_00084	XP_017233506.1	76.9	334	73	4	1	331	1	333	6.94e-174	496
CcGene_00086	KAK1361526.1	40.4	171	42	1	1	111	1	171	5.16e-30	122
CcGene_00087	KAK1373419.1	54.5	77	35	0	19	95	19	95	1.79e-16	79.7
CcGene_00088	KAK1387361.1	39.9	366	132	4	1	280	1	364	6.70e-72	236
CcGene_00089	KAL1806954.1	82.8	151	26	0	1	151	1	151	1.06e-90	271
CcGene_00090	KAK1369619.1	96.1	229	9	0	13	241	446	674	2.04e-150	446
CcGene_00091	KAL1832181.1	57.6	347	121	7	1	345	50	372	2.50e-107	332
CcGene_00092	KAL1832175.1	53.3	105	46	2	1	102	1	105	1.53e-23	102
CcGene_00093	KAK1398357.1	72.2	212	40	2	25	217	249	460	3.53e-98	306
CcGene_00094	KAK1398357.1	79.7	69	14	0	3	71	346	414	1.07e-27	117
CcGene_00095	TQD96219.1	43.8	201	38	1	1	126	82	282	2.50e-37	142
CcGene_00097	KAK1372349.1	39.1	169	78	6	31	177	11	176	2.29e-10	68.9
CcGene_00098	KAK1372349.1	42.1	152	65	5	114	245	38	186	9.06e-11	72.0
CcGene_00099	KAL8146853.1	97.3	148	4	0	1	148	174	321	2.29e-94	287
CcGene_00101	KAK1387361.1	45.8	166	88	1	43	208	201	364	1.02e-36	143
CcGene_00100	KAK1354826.1	45.7	442	130	3	1	332	1	442	2.19e-117	360
CcGene_00109	KAL1830832.1	91.3	368	31	1	1	367	1	368	4.87e-240	667
CcGene_00104	XP_017238996.1	79.4	788	109	3	1	748	29	803	0.0	1188
CcGene_00102	KAL1824521.1	97.7	342	7	1	1	342	1	341	2.64e-240	665
CcGene_00103	KAL1811125.1	79.2	307	44	4	1	304	1	290	5.27e-149	431
CcGene_00106	XP_017239791.1	91.7	399	25	4	1	395	1	395	1.13e-268	741
CcGene_00107	KAL1824526.1	97.5	439	11	0	1	439	1	439	3.03e-293	807
CcGene_00108	XP_017242241.1	97.1	733	21	0	1	733	1	733	0.0	1397
CcGene_00105	KAK1383642.1	99.2	119	1	0	1	119	1	119	1.39e-73	225
CcGene_00110	XP_017252934.2	60.0	160	30	1	1	126	111	270	8.31e-55	186
CcGene_00111	XP_017253061.1	89.4	462	43	3	1	459	481	939	3.11e-279	792
CcGene_00112	KAL8110520.1	65.3	75	24	1	5	77	88	162	2.77e-23	102
CcGene_00113	XP_017233506.1	73.5	234	58	3	3	232	100	333	4.55e-113	338
CcGene_00114	XP_074360780.1	97.2	252	7	0	1	252	1	252	6.30e-169	477
CcGene_00115	XP_017222684.1	98.0	866	17	0	4	869	532	1397	0.0	1624
CcGene_00117	KAL1819046.1	71.3	586	35	4	237	689	3	588	4.49e-277	783
CcGene_00116	XP_074345482.1	70.2	701	199	6	1	694	1	698	0.0	935
CcGene_00118	KAL1811207.1	39.5	76	45	1	3	78	40	114	4.87e-09	65.9
CcGene_00119	XP_074383690.1	89.4	189	18	1	3	189	41	229	2.20e-111	328
CcGene_00120	WOH04131.1	52.2	291	137	1	16	304	965	1255	6.85e-92	311
CcGene_00126	KAK1386419.1	48.4	463	194	7	61	519	369	790	2.88e-136	428
CcGene_00127	XP_017243845.1	81.5	872	80	4	1	793	1	870	0.0	1396
CcGene_00125	XP_017243931.1	93.4	425	28	0	1	425	1	425	2.05e-277	766
CcGene_00129	WOG95800.1	95.4	438	20	0	1	438	10	447	4.91e-303	832
CcGene_00128	KAL1819779.1	82.3	538	92	1	1	535	1	538	0.0	894
CcGene_00123	KAK1398687.1	51.4	105	27	1	1	81	1	105	1.24e-24	100
CcGene_00122	KAL1819849.1	56.0	166	72	1	22	187	565	729	2.94e-48	179
CcGene_00124	XP_074348768.1	48.1	707	206	7	67	624	175	869	6.34e-199	597
CcGene_00130	XP_063941554.1	37.1	652	186	11	6	435	7	656	1.06e-94	314
CcGene_00131	XP_017252384.1	96.1	1039	32	1	1	1039	1	1030	0.0	1855
CcGene_00133	KAK1352367.1	38.0	92	53	1	34	121	570	661	1.85e-07	61.6
CcGene_00132	XP_017251450.1	66.9	447	29	2	1	328	10	456	2.98e-189	543
CcGene_00134	XP_017253040.1	96.6	609	21	0	1	609	47	655	4.01e-269	762
CcGene_00135	KAL8110818.1	49.0	200	85	3	46	228	178	377	1.53e-42	164
CcGene_00136	XP_017226930.1	85.1	959	138	4	1	958	1	955	0.0	1397
CcGene_00137	XP_017254030.1	85.5	62	9	0	29	90	414	475	2.67e-21	101
CcGene_00141	KAL1818950.1	37.5	331	174	7	16	327	6	322	3.05e-44	183
CcGene_00140	KAL1823235.1	91.3	393	14	1	1	373	1	393	4.50e-239	665
CcGene_00139	XP_017243093.1	94.3	722	32	2	1	716	1	719	0.0	1322
CcGene_00142	XP_017241383.1	83.7	1287	140	7	5	1221	1	1287	0.0	1977
CcGene_00144	XP_017238651.1	93.3	494	31	1	1	492	1	494	0.0	900
CcGene_00143	XP_017238021.1	99.4	161	1	0	1	161	1	161	9.33e-108	315
CcGene_00138	XP_017241559.1	81.2	1196	175	2	1	1195	1	1147	0.0	1184
CcGene_00147	KAL1809131.1	94.6	313	17	0	1	313	66	378	7.69e-200	563
CcGene_00145	XP_017215451.1	96.1	311	12	0	1	311	1	311	1.94e-213	595
CcGene_00146	KAK1388685.1	83.8	37	6	0	50	86	73	109	1.59e-13	72.0
CcGene_00149	XP_017221193.1	68.8	481	63	2	1	395	1	480	8.78e-222	626
CcGene_00150	KAK1374377.1	51.9	181	65	5	1	160	1	180	1.00e-32	132
CcGene_00151	KAL1806954.1	84.2	57	9	0	1	57	6	62	1.24e-31	117
CcGene_00152	KAK1403157.1	59.5	84	34	0	3	86	41	124	1.87e-21	94.7
CcGene_00153	KAL1812980.1	92.5	876	63	2	1	873	1	876	0.0	1488
CcGene_00154	KAK1364991.1	37.8	156	26	3	2	86	175	330	1.04e-12	74.3
CcGene_00155	MCI01881.1	80.0	45	9	0	41	85	29	73	2.12e-16	78.2
CcGene_00157	XP_017230363.1	99.5	577	3	0	1	577	1	577	0.0	1076
CcGene_00156	XP_074328407.1	52.9	70	33	0	6	75	221	290	7.23e-14	76.3
CcGene_00159	KAL1821331.1	92.5	292	19	2	1	290	1	291	1.90e-196	550
CcGene_00158	XP_017245946.1	94.5	200	11	0	3	202	91	290	2.05e-140	404
CcGene_00160	XP_017232287.1	67.6	293	38	1	1	236	191	483	1.42e-127	380
CcGene_00161	KAK1366032.1	62.1	232	58	1	1	202	107	338	4.59e-69	226
CcGene_00164	KAK1350614.1	93.8	210	13	0	1	210	65	274	3.78e-147	423
CcGene_00162	XP_017250360.1	71.4	766	202	5	1	763	1	752	0.0	970
CcGene_00163	KAF1002272.1	82.1	168	21	3	1	159	87	254	3.75e-74	233
CcGene_00165	XP_074324580.1	41.5	82	33	3	11	84	38	112	3.15e-09	61.2
CcGene_00167	KAK1384152.1	56.9	239	43	2	36	215	13	250	1.53e-80	256
CcGene_00169	KAK1374037.1	97.5	203	5	0	1	203	1	203	2.62e-114	335
CcGene_00170	XP_074342301.1	80.7	626	101	3	2	617	23	638	0.0	1022
CcGene_00171	KAK1371272.1	70.0	120	36	0	17	136	3	122	1.20e-54	178
CcGene_00172	KAL1807392.1	78.0	250	15	1	1	210	1	250	6.99e-134	387
CcGene_00174	XP_017219235.1	86.1	642	29	2	1	583	1	641	0.0	1018
CcGene_00173	CAQ5322993.1	92.1	38	3	0	39	76	53	90	2.26e-09	60.5
CcGene_00175	XP_074342562.1	48.3	60	28	1	1	57	661	720	4.68e-09	66.6
CcGene_00176	XP_074336620.1	50.5	210	24	1	2	131	628	837	2.00e-54	195
CcGene_00177	XP_063950472.1	40.7	538	124	7	1	344	1	537	6.22e-99	319
CcGene_00178	KAK1405380.1	48.5	227	38	4	1	170	1	205	4.50e-53	186
CcGene_00179	XP_017242416.1	42.5	167	79	6	47	199	237	400	5.55e-23	107
CcGene_00183	KAI7993130.1	69.5	95	29	0	15	109	2	96	2.17e-31	128
CcGene_00181	PHT25010.1	68.1	144	20	1	2	145	30	147	1.30e-51	184
CcGene_00182	KAL1818230.1	57.7	196	54	8	1	167	1	196	2.15e-57	190
CcGene_00185	KAK1357856.1	95.2	228	11	0	2	229	72	299	1.72e-145	422
CcGene_00186	WOG99475.1	89.9	207	16	1	1	207	15	216	2.39e-128	371
CcGene_00187	XP_017243639.1	81.3	283	48	3	1	281	1	280	1.54e-133	390
CcGene_00188	KAL8101325.1	90.5	148	11	2	14	160	3	148	4.24e-25	106
CcGene_00189	XP_074324045.1	38.9	203	62	4	1	141	1	203	1.87e-29	117
CcGene_00190	KAK1393239.1	37.3	201	102	6	300	490	212	398	2.11e-21	110
CcGene_00191	KAK1368039.1	59.4	64	25	1	1	64	1	63	1.55e-07	58.5
CcGene_00192	KAL1824040.1	69.9	499	35	2	12	397	11	507	2.94e-227	641
CcGene_00193	WOG92784.1	87.7	1096	85	3	1	1056	11	1096	0.0	1915
CcGene_00197	XP_017234926.1	99.4	488	3	0	1	488	1	488	0.0	975
CcGene_00196	XP_017232878.1	63.6	173	8	1	1	118	1	173	2.00e-59	191
CcGene_00194	KAL1830087.1	96.6	176	6	0	16	191	48	223	3.56e-118	345
CcGene_00198	KVH95378.1	96.6	145	5	0	1	145	1	145	2.95e-102	305
CcGene_00195	XP_017236315.1	83.2	345	46	2	1	334	1	344	6.22e-190	538
CcGene_00200	XP_074347634.1	80.4	148	29	0	8	155	10	157	5.77e-80	253
